Gender,PromClass,Gender_code,PromSilver,PromTin,PromGold,Affl,Age,LTime,Spend,TargetBuy
F,Gold,1,0,0,1,10,32,4,6000,0
M,Tin,0,0,1,0,7,65,8,0.01,0
F,Gold,1,0,0,1,10,63,9,12000,0
M,Tin,0,0,1,0,8,39,8,0.01,1
F,Silver,1,1,0,0,8,63,9,500.01,0
F,Silver,1,1,0,0,12,49,8,3000,1
M,Silver,0,1,0,0,10,61,5,2500,0
M,Gold,0,0,0,1,5,76,2,12000,0
M,Gold,0,0,0,1,5,56,1,6000,0
F,Silver,1,1,0,0,5,61,5,4000,1
F,Silver,1,1,0,0,14,36,8,1000,0
M,Gold,0,0,0,1,11,70,14,6000,0
F,Gold,1,0,0,1,7,59,9,5400,0
F,Silver,1,1,0,0,4,42,8,0.02,0
F,Silver,1,1,0,0,10,71,11,4525,0
F,Silver,1,1,0,0,10,53,9,600,0
M,Platinum,0,0,0,0,8,74,11,41000,0
F,Silver,1,1,0,0,15,65,2,3000,0
F,Tin,1,0,1,0,19,56,8,0.01,1
M,Tin,0,0,1,0,10,35,5,0.01,1
M,Silver,0,1,0,0,8,36,11,5000,0
F,Silver,1,1,0,0,14,44,9,600,1
M,Silver,0,1,0,0,8,69,1,2000,0
M,Tin,0,0,1,0,10,39,5,0.01,0
F,Gold,1,0,0,1,13,73,9,17088.81,1
F,Silver,1,1,0,0,6,59,1,2000,0
F,Silver,1,1,0,0,9,43,10,4000,1
F,Tin,1,0,1,0,15,55,8,0.01,1
F,Silver,1,1,0,0,3,47,8,1420,0
F,Silver,1,1,0,0,6,54,9,1120,1
F,Gold,1,0,0,1,13,50,3,6000,1
M,Gold,0,0,0,1,10,61,1,6000,0
F,Tin,1,0,1,0,8,68,6,0.01,0
M,Gold,0,0,0,1,6,54,4,6000,0
F,Silver,1,1,0,0,7,39,10,1670,1
M,Tin,0,0,1,0,3,65,8,0.01,0
F,Tin,1,0,1,0,6,61,5,0.01,0
F,Gold,1,0,0,1,12,61,15,6000,1
M,Tin,0,0,1,0,7,56,5,0.01,0
F,Gold,1,0,0,1,13,38,2,12000,1
F,Silver,1,1,0,0,6,63,29,3000,0
F,Tin,1,0,1,0,10,46,5,0.01,0
F,Silver,1,1,0,0,12,59,1,4000,0
F,Silver,1,1,0,0,2,47,5,1000,0
M,Tin,0,0,1,0,9,58,5,0.01,0
M,Gold,0,0,0,1,6,77,17,9000,0
F,Tin,1,0,1,0,15,46,5,0.01,1
M,Tin,0,0,1,0,10,49,4,0.01,0
F,Tin,1,0,1,0,7,60,9,0.01,0
F,Gold,1,0,0,1,6,61,7,12607.64,1
F,Silver,1,1,0,0,15,53,2,3500,1
F,Tin,1,0,1,0,7,50,5,0.01,1
M,Tin,0,0,1,0,7,62,5,0.01,0
F,Silver,1,1,0,0,6,49,7,1000,0
F,Tin,1,0,1,0,3,48,5,0.01,0
M,Silver,0,1,0,0,3,52,10,1000,0
F,Platinum,1,0,0,0,12,41,1,25217.12,1
F,Tin,1,0,1,0,16,36,4,0.01,1
F,Silver,1,1,0,0,9,56,8,200.01,1
M,Silver,0,1,0,0,13,47,9,300,1
F,Tin,1,0,1,0,11,44,5,0.01,0
F,Tin,1,0,1,0,15,65,7,0.01,1
M,Gold,0,0,0,1,10,50,7,11141.12,0
F,Tin,1,0,1,0,12,45,5,0.01,1
F,Gold,1,0,0,1,12,77,16,12000,0
F,Silver,1,1,0,0,8,67,8,500,0
F,Silver,1,1,0,0,8,72,9,3000,0
M,Silver,0,1,0,0,3,63,16,3850,0
F,Tin,1,0,1,0,12,69,6,0.01,0
M,Silver,0,1,0,0,9,35,7,50.01,0
F,Tin,1,0,1,0,12,39,8,0.01,1
F,Silver,1,1,0,0,5,30,2,50,0
F,Gold,1,0,0,1,5,51,6,6000,0
M,Silver,0,1,0,0,13,32,1,1000,1
F,Gold,1,0,0,1,3,72,11,14000,0
F,Silver,1,1,0,0,7,64,6,3053.82,0
F,Silver,1,1,0,0,12,58,5,4600,0
F,Tin,1,0,1,0,6,55,4,0.01,0
M,Gold,0,0,0,1,12,36,11,6000.01,1
M,Silver,0,1,0,0,10,37,10,50,1
F,Tin,1,0,1,0,11,48,5,0.01,0
M,Silver,0,1,0,0,6,33,10,500,0
M,Silver,0,1,0,0,10,43,3,3000,0
F,Tin,1,0,1,0,12,35,8,0.01,1
F,Gold,1,0,0,1,10,57,6,5053.82,1
M,Silver,0,1,0,0,6,58,8,50.01,0
M,Gold,0,0,0,1,9,64,8,5000.01,0
M,Silver,0,1,0,0,12,34,4,1000,1
M,Gold,0,0,0,1,13,50,4,6053.34,0
F,Silver,1,1,0,0,7,74,8,4884.25,0
F,Silver,1,1,0,0,4,68,9,4800,0
M,Tin,0,0,1,0,6,36,8,0.01,1
F,Gold,1,0,0,1,5,60,2,6000,0
M,Silver,0,1,0,0,8,37,1,1000,0
M,Silver,0,1,0,0,9,32,5,1000,1
M,Silver,0,1,0,0,6,64,9,5000,0
F,Silver,1,1,0,0,8,57,1,3000,0
F,Silver,1,1,0,0,4,51,5,3500.01,0
F,Silver,1,1,0,0,6,47,8,500,0
F,Gold,1,0,0,1,8,63,14,19050,0
F,Silver,1,1,0,0,3,50,9,2000,0
F,Gold,1,0,0,1,13,54,23,6000,1
F,Tin,1,0,1,0,16,35,5,0.01,1
F,Tin,1,0,1,0,8,31,4,0.01,1
F,Tin,1,0,1,0,12,37,8,0.01,0
F,Silver,1,1,0,0,8,43,5,0.02,1
F,Gold,1,0,0,1,8,49,2,6000,1
M,Silver,0,1,0,0,7,51,5,1600,0
M,Silver,0,1,0,0,6,51,8,1050,0
M,Gold,0,0,0,1,9,61,21,12000,0
M,Silver,0,1,0,0,8,49,8,2000,0
M,Silver,0,1,0,0,6,39,4,1000,0
F,Silver,1,1,0,0,7,55,1,500,0
F,Tin,1,0,1,0,5,74,12,0.01,0
F,Platinum,1,0,0,0,6,71,3,20235.95,0
F,Tin,1,0,1,0,8,53,5,0.01,1
F,Silver,1,1,0,0,12,59,3,3000,0
F,Gold,1,0,0,1,7,54,8,6105.32,0
F,Tin,1,0,1,0,9,32,6,0.01,0
M,Tin,0,0,1,0,6,53,5,0.01,0
F,Silver,1,1,0,0,11,43,8,1017.55,0
F,Gold,1,0,0,1,9,76,8,9000,0
F,Tin,1,0,1,0,6,66,5,0.01,1
M,Gold,0,0,0,1,4,63,7,6053.35,0
F,Tin,1,0,1,0,6,29,4,0.01,0
F,Tin,1,0,1,0,9,52,7,0.01,0
M,Silver,0,1,0,0,20,59,3,3000,1
M,Silver,0,1,0,0,7,40,6,1000,1
F,Silver,1,1,0,0,5,67,8,5000,0
F,Tin,1,0,1,0,8,39,5,0.01,1
F,Gold,1,0,0,1,8,75,1,7923.04,0
F,Silver,1,1,0,0,7,67,9,420,0
F,Silver,1,1,0,0,12,64,5,3000,1
F,Tin,1,0,1,0,6,51,8,0.01,0
F,Gold,1,0,0,1,10,43,2,6000,1
F,Gold,1,0,0,1,8,35,4,7000,1
F,Tin,1,0,1,0,11,31,5,0.01,0
F,Silver,1,1,0,0,7,40,5,1500,0
F,Gold,1,0,0,1,13,66,13,8800,1
F,Silver,1,1,0,0,11,53,8,3000,1
M,Tin,0,0,1,0,9,53,7,0.01,0
F,Silver,1,1,0,0,7,48,1,600,0
F,Gold,1,0,0,1,10,56,15,16000,0
M,Gold,0,0,0,1,12,69,2,7500,1
F,Gold,1,0,0,1,6,65,9,9000,0
M,Silver,0,1,0,0,12,40,4,1000,0
F,Gold,1,0,0,1,2,72,19,6053.35,0
F,Silver,1,1,0,0,6,61,11,530,0
M,Silver,0,1,0,0,6,69,3,3000,1
M,Gold,0,0,0,1,9,53,4,5600,0
F,Silver,1,1,0,0,12,54,1,3000,0
M,Silver,0,1,0,0,8,76,19,2000,0
M,Gold,0,0,0,1,5,79,1,12000,0
F,Gold,1,0,0,1,9,66,1,9000,0
F,Tin,1,0,1,0,10,33,8,0.01,1
F,Tin,1,0,1,0,8,43,5,0.01,0
F,Gold,1,0,0,1,10,79,5,9000,0
F,Gold,1,0,0,1,7,52,2,9000,0
M,Gold,0,0,0,1,16,71,12,10000,0
F,Platinum,1,0,0,0,11,71,25,22500,0
M,Gold,0,0,0,1,8,62,6,7028,0
F,Silver,1,1,0,0,13,62,2,3000,1
F,Tin,1,0,1,0,7,39,5,0.01,1
F,Silver,1,1,0,0,5,61,4,500,0
F,Silver,1,1,0,0,17,30,1,1500,1
M,Gold,0,0,0,1,4,58,18,13000,0
F,Silver,1,1,0,0,6,50,10,1000,1
M,Silver,0,1,0,0,8,43,1,5000,0
F,Gold,1,0,0,1,12,65,3,18279.17,0
F,Silver,1,1,0,0,3,49,9,500,0
M,Gold,0,0,0,1,4,43,6,6000,0
F,Silver,1,1,0,0,11,32,9,50,1
M,Silver,0,1,0,0,9,67,8,3000,0
F,Silver,1,1,0,0,6,51,9,3280.01,0
F,Silver,1,1,0,0,12,54,5,2000,1
F,Gold,1,0,0,1,8,70,5,6315,0
F,Silver,1,1,0,0,13,55,5,5000,0
F,Gold,1,0,0,1,4,62,3,6000,0
M,Silver,0,1,0,0,10,69,22,4800,0
M,Gold,0,0,0,1,9,59,8,9000,0
F,Silver,1,1,0,0,5,77,0,420.01,0
M,Silver,0,1,0,0,6,48,5,0.02,0
M,Silver,0,1,0,0,11,70,9,600,0
M,Tin,0,0,1,0,11,26,5,0.01,1
F,Tin,1,0,1,0,6,35,5,0.01,0
M,Silver,0,1,0,0,3,76,31,2000,0
F,Tin,1,0,1,0,5,54,8,0.01,0
F,Gold,1,0,0,1,10,48,8,8100,0
M,Silver,0,1,0,0,6,59,8,3206.28,0
M,Silver,0,1,0,0,6,45,9,600.01,0
F,Tin,1,0,1,0,9,44,4,0.01,1
F,Silver,1,1,0,0,7,68,16,600,0
F,Gold,1,0,0,1,1,65,5,6000,0
F,Gold,1,0,0,1,10,63,2,6000,0
M,Platinum,0,0,0,0,10,50,11,21994.15,0
F,Silver,1,1,0,0,6,60,4,2000,0
F,Tin,1,0,1,0,8,51,5,0.01,0
M,Gold,0,0,0,1,8,57,7,6053.35,0
M,Tin,0,0,1,0,5,31,4,0.01,0
M,Silver,0,1,0,0,11,43,11,420,0
F,Tin,1,0,1,0,4,44,7,0.01,0
F,Silver,1,1,0,0,8,63,12,2600,1
F,Tin,1,0,1,0,7,45,5,0.01,0
F,Gold,1,0,0,1,9,26,2,12000,1
F,Gold,1,0,0,1,12,76,11,17638.18,0
M,Platinum,0,0,0,0,11,62,8,44100.01,0
M,Gold,0,0,0,1,8,67,7,6105.32,0
F,Tin,1,0,1,0,7,58,4,0.01,0
F,Silver,1,1,0,0,12,40,8,550,0
F,Silver,1,1,0,0,8,50,8,4000,0
F,Gold,1,0,0,1,14,39,2,6000,1
F,Gold,1,0,0,1,14,40,2,6000,0
F,Silver,1,1,0,0,13,55,2,1500,1
F,Silver,1,1,0,0,10,48,12,952.11,0
F,Silver,1,1,0,0,9,41,6,3053.82,1
M,Silver,0,1,0,0,10,65,8,3000,0
F,Silver,1,1,0,0,12,36,11,780,1
F,Tin,1,0,1,0,10,49,5,0.01,0
M,Tin,0,0,1,0,13,48,4,0.01,0
F,Silver,1,1,0,0,27,38,10,1000,1
M,Gold,0,0,0,1,9,64,1,6000,0
M,Gold,0,0,0,1,6,43,8,12105.32,1
F,Gold,1,0,0,1,10,67,8,6052.66,0
M,Platinum,0,0,0,0,7,66,17,50000,0
F,Tin,1,0,1,0,7,46,9,0.01,0
F,Gold,1,0,0,1,9,74,17,18000,0
F,Silver,1,1,0,0,12,45,6,700,0
M,Gold,0,0,0,1,12,74,12,6000,0
F,Silver,1,1,0,0,13,74,2,3000,1
F,Tin,1,0,1,0,14,67,8,0.01,0
M,Silver,0,1,0,0,8,45,5,3000,0
F,Tin,1,0,1,0,9,39,5,0.01,1
F,Gold,1,0,0,1,12,68,2,6000,0
F,Gold,1,0,0,1,19,66,4,20000,1
F,Tin,1,0,1,0,10,47,9,0.01,1
M,Gold,0,0,0,1,8,65,9,5384.25,0
F,Silver,1,1,0,0,10,72,13,3000,0
F,Silver,1,1,0,0,8,74,11,4884.25,0
F,Tin,1,0,1,0,14,42,10,0.01,1
F,Gold,1,0,0,1,5,74,6,6000.01,0
M,Gold,0,0,0,1,8,64,7,6053.35,0
F,Tin,1,0,1,0,9,33,4,0.01,0
M,Tin,0,0,1,0,11,32,4,0.01,0
F,Gold,1,0,0,1,7,54,2,6000,0
M,Silver,0,1,0,0,8,76,7,3000,0
M,Silver,0,1,0,0,6,43,5,250.01,0
F,Gold,1,0,0,1,6,42,6,9000,1
F,Silver,1,1,0,0,12,38,5,0.02,1
F,Tin,1,0,1,0,11,55,9,0.01,0
F,Silver,1,1,0,0,4,58,5,1040.01,0
F,Tin,1,0,1,0,9,36,5,0.01,0
F,Gold,1,0,0,1,9,75,12,9985,0
F,Gold,1,0,0,1,7,73,7,6107.64,0
F,Silver,1,1,0,0,8,59,2,35,0
F,Gold,1,0,0,1,9,60,10,8200,0
M,Gold,0,0,0,1,7,59,4,10000,0
F,Gold,1,0,0,1,2,69,32,6000,0
F,Silver,1,1,0,0,5,70,8,420,0
M,Gold,0,0,0,1,7,68,18,6000,1
F,Gold,1,0,0,1,7,51,7,5543.57,0
M,Tin,0,0,1,0,3,45,8,0.01,0
F,Silver,1,1,0,0,4,66,8,4000,1
F,Gold,1,0,0,1,8,37,2,6000,0
M,Silver,0,1,0,0,5,73,8,3000,0
F,Gold,1,0,0,1,4,66,6,6000,0
M,Tin,0,0,1,0,8,45,9,0.01,0
F,Silver,1,1,0,0,6,51,4,2600,0
F,Silver,1,1,0,0,9,50,21,4000,0
M,Tin,0,0,1,0,5,51,5,0.01,0
F,Platinum,1,0,0,0,15,75,7,31212.02,0
F,Gold,1,0,0,1,4,69,4,14000,0
F,Tin,1,0,1,0,9,59,8,0.01,0
F,Tin,1,0,1,0,7,35,5,0.01,1
F,Silver,1,1,0,0,2,53,20,50,0
F,Gold,1,0,0,1,14,66,5,18000,0
F,Gold,1,0,0,1,8,65,8,12000,0
M,Silver,0,1,0,0,7,50,5,2000,0
M,Silver,0,1,0,0,6,51,5,4000,0
F,Silver,1,1,0,0,5,52,11,600,0
F,Platinum,1,0,0,0,6,71,4,21000,0
F,Silver,1,1,0,0,2,67,9,1000,0
M,Tin,0,0,1,0,9,50,5,0.01,0
F,Gold,1,0,0,1,4,48,1,6000,0
F,Gold,1,0,0,1,8,70,4,15000,0
F,Tin,1,0,1,0,8,32,8,0.01,1
F,Gold,1,0,0,1,14,46,3,6000,1
F,Silver,1,1,0,0,10,35,2,500,1
F,Silver,1,1,0,0,8,66,4,3000,0
M,Tin,0,0,1,0,8,49,4,0.01,0
F,Silver,1,1,0,0,8,67,8,18.83,0
M,Tin,0,0,1,0,12,31,9,0.01,0
M,Gold,0,0,0,1,12,65,5,6000,0
F,Silver,1,1,0,0,4,48,1,1000,0
F,Tin,1,0,1,0,9,45,5,0.01,0
F,Tin,1,0,1,0,12,63,4,0.01,0
F,Silver,1,1,0,0,6,45,4,420,0
F,Tin,1,0,1,0,6,44,9,0.01,1
M,Silver,0,1,0,0,8,56,8,1500,0
F,Tin,1,0,1,0,7,44,5,0.01,0
F,Silver,1,1,0,0,11,63,7,4008.89,0
F,Silver,1,1,0,0,10,49,8,2.24,0
F,Gold,1,0,0,1,11,75,2,6000,1
F,Silver,1,1,0,0,5,63,5,1000,0
M,Silver,0,1,0,0,10,41,6,550.1,1
F,Tin,1,0,1,0,6,47,8,0.01,0
F,Gold,1,0,0,1,12,59,5,9000,1
F,Silver,1,1,0,0,13,30,5,2000,1
F,Gold,1,0,0,1,5,63,8,18500,0
F,Gold,1,0,0,1,8,64,4,20000,1
F,Silver,1,1,0,0,8,40,5,0.1,1
M,Gold,0,0,0,1,10,60,2,12000,0
F,Gold,1,0,0,1,15,69,2,6000,1
M,Silver,0,1,0,0,14,39,11,50,1
F,Tin,1,0,1,0,14,55,8,0.01,1
F,Tin,1,0,1,0,12,59,4,0.01,0
F,Gold,1,0,0,1,9,33,1,10000,1
F,Tin,1,0,1,0,6,34,8,0.01,1
M,Gold,0,0,0,1,15,48,6,6000,1
F,Silver,1,1,0,0,15,61,6,5000,0
M,Gold,0,0,0,1,11,64,2,6000,0
F,Silver,1,1,0,0,11,56,9,1300,1
M,Tin,0,0,1,0,14,39,8,0.01,1
M,Gold,0,0,0,1,7,44,8,14000,0
M,Gold,0,0,0,1,6,32,12,5264,1
F,Silver,1,1,0,0,8,46,1,4198,0
F,Gold,1,0,0,1,9,59,1,6000,0
F,Silver,1,1,0,0,9,69,30,2000,0
M,Silver,0,1,0,0,9,77,15,3000,0
M,Silver,0,1,0,0,6,79,5,3000,0
F,Gold,1,0,0,1,6,51,8,12000,0
M,Silver,0,1,0,0,7,35,7,3052.66,0
M,Silver,0,1,0,0,9,44,4,1000,0
F,Tin,1,0,1,0,7,61,8,0.01,0
F,Silver,1,1,0,0,8,37,1,100,1
F,Silver,1,1,0,0,7,72,3,3000,0
M,Gold,0,0,0,1,11,54,5,6000,0
M,Silver,0,1,0,0,8,55,3,3000,0
F,Gold,1,0,0,1,6,76,1,20000,0
F,Gold,1,0,0,1,6,52,5,6000,0
F,Gold,1,0,0,1,10,70,4,6000,1
F,Silver,1,1,0,0,7,41,8,500,0
F,Gold,1,0,0,1,10,56,1,6000,0
M,Tin,0,0,1,0,8,59,7,0.01,0
M,Silver,0,1,0,0,13,61,2,1200,0
F,Tin,1,0,1,0,10,42,8,0.01,1
M,Tin,0,0,1,0,11,53,9,0.01,0
F,Silver,1,1,0,0,11,21,2,3000,1
F,Tin,1,0,1,0,9,35,7,0.01,1
M,Silver,0,1,0,0,3,57,9,0.02,0
F,Gold,1,0,0,1,11,43,9,5552.66,0
F,Silver,1,1,0,0,10,60,5,3000,0
F,Gold,1,0,0,1,6,52,2,16000,0
F,Tin,1,0,1,0,7,41,13,0.01,1
M,Silver,0,1,0,0,9,47,6,4750,0
F,Silver,1,1,0,0,9,59,11,1251.6,0
F,Gold,1,0,0,1,8,53,10,6053.34,0
M,Tin,0,0,1,0,12,36,5,0.01,0
F,Tin,1,0,1,0,14,49,8,0.01,1
F,Tin,1,0,1,0,2,48,4,0.01,0
F,Tin,1,0,1,0,15,57,5,0.01,1
F,Tin,1,0,1,0,14,46,5,0.01,1
F,Tin,1,0,1,0,9,44,9,0.01,0
F,Silver,1,1,0,0,10,36,4,2100,1
F,Silver,1,1,0,0,8,58,6,3540,0
M,Silver,0,1,0,0,8,40,4,960,0
F,Platinum,1,0,0,0,9,73,4,22000,0
F,Silver,1,1,0,0,9,39,6,1500,0
F,Silver,1,1,0,0,12,37,2,3000,1
F,Silver,1,1,0,0,4,46,30,2201.6,0
F,Gold,1,0,0,1,7,74,5,6000,1
F,Silver,1,1,0,0,11,66,2,3000,0
M,Tin,0,0,1,0,8,49,8,0.01,0
F,Gold,1,0,0,1,9,53,8,18105.32,0
F,Tin,1,0,1,0,11,37,5,0.01,1
F,Gold,1,0,0,1,8,76,6,16106.7,1
F,Tin,1,0,1,0,15,42,9,0.01,1
M,Gold,0,0,0,1,10,74,12,10000,0
F,Silver,1,1,0,0,8,54,8,1200,0
M,Silver,0,1,0,0,5,41,24,20,0
F,Gold,1,0,0,1,9,62,3,14053.34,1
F,Gold,1,0,0,1,7,54,3,6000,0
M,Gold,0,0,0,1,10,74,15,12158.67,0
F,Silver,1,1,0,0,7,78,6,3000,0
F,Silver,1,1,0,0,6,40,4,3000,0
F,Gold,1,0,0,1,9,46,2,6000,0
F,Silver,1,1,0,0,10,48,9,3824.7,0
F,Tin,1,0,1,0,10,47,4,0.01,1
F,Silver,1,1,0,0,4,47,6,3000,0
M,Tin,0,0,1,0,5,41,8,0.01,0
F,Silver,1,1,0,0,10,37,9,300,1
F,Gold,1,0,0,1,9,50,5,8857.64,0
F,Gold,1,0,0,1,12,70,8,9000,1
F,Gold,1,0,0,1,9,41,1,6000,0
M,Silver,0,1,0,0,11,40,5,1000,0
F,Tin,1,0,1,0,8,41,5,0.01,0
F,Silver,1,1,0,0,13,34,3,5000,1
M,Tin,0,0,1,0,5,42,8,0.01,0
M,Tin,0,0,1,0,2,31,5,0.01,0
F,Gold,1,0,0,1,10,46,0,6000,0
M,Gold,0,0,0,1,12,57,8,12000,0
F,Silver,1,1,0,0,3,42,2,2000,1
F,Silver,1,1,0,0,11,53,5,2920,1
F,Silver,1,1,0,0,5,47,4,4000,0
M,Silver,0,1,0,0,6,57,13,3000,0
M,Silver,0,1,0,0,10,70,8,1500,0
M,Silver,0,1,0,0,5,55,7,4000,0
F,Tin,1,0,1,0,7,38,5,0.01,0
F,Silver,1,1,0,0,7,51,1,1200,0
F,Silver,1,1,0,0,11,65,1,2000,0
F,Silver,1,1,0,0,5,62,9,3000,0
F,Silver,1,1,0,0,4,57,8,1248.5,0
F,Gold,1,0,0,1,8,48,8,10884.25,0
M,Silver,0,1,0,0,12,62,5,2000,0
F,Silver,1,1,0,0,7,51,9,300,0
M,Silver,0,1,0,0,11,50,4,1200,0
M,Gold,0,0,0,1,5,66,6,7000,0
F,Silver,1,1,0,0,10,44,4,3000,0
F,Silver,1,1,0,0,9,76,30,1000,1
F,Tin,1,0,1,0,9,36,9,0.01,1
M,Gold,0,0,0,1,5,77,8,18400,0
F,Tin,1,0,1,0,10,54,7,0.01,1
F,Silver,1,1,0,0,6,53,5,2000,0
F,Tin,1,0,1,0,8,55,4,0.01,0
F,Silver,1,1,0,0,13,51,1,3900,0
M,Gold,0,0,0,1,10,64,5,6000,0
F,Tin,1,0,1,0,11,31,4,0.01,1
M,Gold,0,0,0,1,6,62,2,12000,0
F,Gold,1,0,0,1,13,42,4,6000,1
F,Gold,1,0,0,1,7,42,4,9750,0
F,Silver,1,1,0,0,11,41,3,5000,1
F,Silver,1,1,0,0,5,45,4,2000,0
F,Gold,1,0,0,1,11,43,1,6000,0
F,Gold,1,0,0,1,7,77,1,6000,0
F,Silver,1,1,0,0,10,71,8,3000,0
F,Silver,1,1,0,0,6,33,10,4800,0
F,Gold,1,0,0,1,4,56,4,6000,0
M,Silver,0,1,0,0,6,63,8,2000,0
M,Tin,0,0,1,0,12,37,8,0.01,1
M,Gold,0,0,0,1,11,69,5,10500,0
F,Silver,1,1,0,0,7,30,9,600,1
F,Silver,1,1,0,0,8,29,5,422.91,0
F,Silver,1,1,0,0,9,50,5,4100,0
M,Gold,0,0,0,1,7,61,4,6000,1
M,Silver,0,1,0,0,8,44,2,3000,0
F,Tin,1,0,1,0,3,66,11,0.01,0
F,Silver,1,1,0,0,8,44,11,1000,1
M,Silver,0,1,0,0,3,76,2,1500,0
M,Gold,0,0,0,1,7,54,1,6000,0
M,Gold,0,0,0,1,8,66,8,12000,0
M,Silver,0,1,0,0,13,52,5,3000,0
M,Tin,0,0,1,0,4,57,5,0.01,0
F,Tin,1,0,1,0,4,42,9,0.01,0
F,Silver,1,1,0,0,12,36,5,600,1
F,Tin,1,0,1,0,4,50,5,0.01,0
M,Silver,0,1,0,0,12,46,1,2100,0
M,Tin,0,0,1,0,6,54,7,0.01,0
F,Tin,1,0,1,0,8,47,5,0.01,0
F,Gold,1,0,0,1,8,44,3,8000,1
F,Tin,1,0,1,0,11,50,5,0.01,0
M,Gold,0,0,0,1,9,66,8,10500,0
F,Tin,1,0,1,0,11,35,8,0.01,0
M,Silver,0,1,0,0,8,59,7,3053.82,0
F,Platinum,1,0,0,0,7,56,9,21800,0
M,Silver,0,1,0,0,11,43,1,100,0
M,Gold,0,0,0,1,10,66,1,15000,0
M,Gold,0,0,0,1,9,72,8,12000,0
M,Silver,0,1,0,0,8,41,4,2000,1
F,Silver,1,1,0,0,7,77,13,2500,1
M,Tin,0,0,1,0,10,40,5,0.01,0
F,Silver,1,1,0,0,5,39,3,3000,0
M,Gold,0,0,0,1,3,65,29,13141.81,0
F,Tin,1,0,1,0,8,39,8,0.01,1
F,Silver,1,1,0,0,2,58,4,420,0
F,Tin,1,0,1,0,14,34,10,0.01,1
F,Tin,1,0,1,0,10,54,8,0.01,0
M,Silver,0,1,0,0,7,57,8,3000,0
F,Silver,1,1,0,0,11,65,7,50,0
F,Tin,1,0,1,0,8,54,9,0.01,0
F,Silver,1,1,0,0,7,70,19,3000,0
F,Silver,1,1,0,0,6,38,6,1800,0
F,Tin,1,0,1,0,13,39,8,0.01,0
M,Silver,0,1,0,0,18,40,8,3000,1
M,Silver,0,1,0,0,11,55,4,4000,0
F,Tin,1,0,1,0,10,67,8,0.01,0
F,Tin,1,0,1,0,9,33,8,0.01,1
F,Silver,1,1,0,0,13,36,9,2400,0
F,Silver,1,1,0,0,9,38,10,3000,1
F,Tin,1,0,1,0,10,38,8,0.01,0
M,Silver,0,1,0,0,8,27,1,1200,1
F,Silver,1,1,0,0,2,48,8,480,0
F,Silver,1,1,0,0,7,42,1,100,0
M,Platinum,0,0,0,0,10,71,4,23000,0
F,Gold,1,0,0,1,11,50,4,6000,0
F,Tin,1,0,1,0,2,36,5,0.01,0
F,Gold,1,0,0,1,7,62,18,8500,0
M,Tin,0,0,1,0,10,64,10,0.01,0
M,Gold,0,0,0,1,10,68,8,9000,0
M,Silver,0,1,0,0,11,68,9,600,0
F,Silver,1,1,0,0,5,39,8,3200,0
M,Tin,0,0,1,0,8,54,8,0.01,0
F,Gold,1,0,0,1,8,65,5,6000,0
F,Gold,1,0,0,1,8,64,2,6000,1
F,Silver,1,1,0,0,10,55,8,3000,1
F,Tin,1,0,1,0,9,51,5,0.01,1
F,Gold,1,0,0,1,8,72,8,9000,0
M,Silver,0,1,0,0,7,46,9,50,0
F,Silver,1,1,0,0,4,43,8,5000,0
M,Gold,0,0,0,1,5,79,11,8400,0
F,Silver,1,1,0,0,12,33,8,0.02,1
M,Tin,0,0,1,0,9,35,8,0.01,0
F,Gold,1,0,0,1,7,65,15,10000,0
M,Gold,0,0,0,1,5,50,4,6000.01,0
F,Silver,1,1,0,0,9,74,8,3000,1
M,Tin,0,0,1,0,7,59,5,0.01,0
M,Silver,0,1,0,0,8,49,5,420.01,0
M,Tin,0,0,1,0,12,56,5,0.01,0
F,Platinum,1,0,0,0,5,59,5,25000,0
F,Gold,1,0,0,1,10,63,1,6000,0
M,Silver,0,1,0,0,3,28,4,4035.57,0
F,Tin,1,0,1,0,16,72,7,0.01,0
F,Silver,1,1,0,0,10,40,9,360.01,0
F,Gold,1,0,0,1,8,64,5,12135.97,0
M,Gold,0,0,0,1,8,74,4,6053.34,0
M,Tin,0,0,1,0,14,59,8,0.01,0
M,Silver,0,1,0,0,8,78,26,4000,1
M,Silver,0,1,0,0,10,74,14,1500,0
M,Silver,0,1,0,0,10,54,5,1300,0
M,Gold,0,0,0,1,6,58,12,5815,0
F,Tin,1,0,1,0,5,46,5,0.01,0
F,Silver,1,1,0,0,13,54,1,1290,0
F,Gold,1,0,0,1,7,48,9,6600,0
M,Gold,0,0,0,1,4,60,2,6000,0
F,Gold,1,0,0,1,6,61,1,6000,1
F,Tin,1,0,1,0,7,63,7,0.01,0
M,Gold,0,0,0,1,6,75,12,10000,0
M,Platinum,0,0,0,0,7,76,26,38469.77,0
M,Gold,0,0,0,1,12,35,3,6000,1
F,Tin,1,0,1,0,8,48,5,0.01,1
F,Tin,1,0,1,0,9,47,8,0.01,0
M,Gold,0,0,0,1,8,58,2,6000,0
F,Silver,1,1,0,0,8,37,1,100,1
F,Platinum,1,0,0,0,10,61,8,30107.64,0
F,Gold,1,0,0,1,5,57,9,6652.67,0
M,Silver,0,1,0,0,8,57,4,4000.01,0
F,Gold,1,0,0,1,14,56,6,6107.64,0
F,Tin,1,0,1,0,6,40,5,0.01,0
F,Silver,1,1,0,0,6,37,2,1000,1
